Year,STATION CODE,LOCATIONS,STATE,TEMPERATURE ºCD.O. (mg/l),,,pHCONDUCTIVITY (µmhos/cm),,,B.O.D. (mg/l),,,NITRATE- N+ NITRITE-N (mg/l),,,FECAL COLIFORM (MPN/100ml),,,TOTAL COLIFORM (MPN/100ml),,,,,
,,,,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean
2013,2695,PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE_ BHATKULI_ AMRAVATI,MAHARASHTRA,20,27,22.5,4.5,6.7,5.9,7.8,8.8,8.3,570,1817,927,6.2,14,8.3,8.42,10,8.55,80,300,217,240,500,420
2013,2710,TITUR RIVER_ D/S OF CHALISGAON_ JALGOAN.,MAHARASHTRA,32,35,33,5.3,6.6,6.1,8,8.5,8.2,340,859,586,2.4,3.2,2.8,2.44,3.32,2.78,33,90,71,140,240,183
2013,2718,WAGHUR RIVER_ AT- SAKEGAON BEFORE_ CONFLUENCE WITH TAPI RIVER_ JALGAON.,MAHARASHTRA,27,28,27.3,6.3,6.8,6.6,8,8.4,8.2,211,858,547,2.4,2.8,2.6,2.77,3.02,3,40,110,73,170,310,223
2013,1851,MAHANADI AT SIHAWA,CHHATTISGARH,24,37,28.3,8,9.2,8.6,7.4,7.7,7.5,104,415,220,0.9,2.3,1.3,1,2.5,2,21802.47,19343208,1984207,11,300,90
2013,1264,MAHANADI AT RUDRI U/S AT DHAMTORI RESERVOIR_CHHATISSGARH,CHHATTISGARH,24,37,28.6,7.5,8.2,7.8,7.6,8,7.8,184,452,296,1.8,3,2.4,1.6,3.55,3,21802.47,19343208,1984207,50,500,200
2013,1099,MAHANADI AT U/S OF RAJIM_ CHHATISSGARH.,CHHATTISGARH,22,38,29.1,7.3,8.3,7.8,7.2,7.9,7.6,21,624,334,1.7,3.1,2.2,1.1,2.59,2,21802.47,19343208,1984207,60,500,191
2013,1852,MAHANADI AT ARRANG_ RAIPUR,CHHATTISGARH,23,37,28.4,7.5,8.3,7.8,7.5,7.8,7.7,156,554,328,1.6,3.2,2.2,1.2,1,3,21802.47,19343208,1984207,40,500,190
2013,1100,MAHANADI AT KHARAD CHHATISSGARH.,CHHATTISGARH,20,34,29.2,6.8,7.8,7.3,7.5,8,7.7,174,318,244,0,7.6431,4.52,1.648,2.69,2,21802.47,19343208,1984207,8,1412,367
2013,1282,MAHANADI AT SHEORINARAYAN VILLAGE_ CHHATISSGARH.,CHHATTISGARH,20,32,28.1,5.6,7,6.4,8,8.5,8.1,318,416,352,0,7.6431,4.52,10.2,15.2,14.8,21802.47,19343208,1984207,48,1622,508
2013,1467,MAHANADI AFTER CONFL. WITH RIVER MAND_CHHATISSGARH,CHHATTISGARH,20,34,29.1,6.6,8,7.4,7.5,7.8,7.6,187,338,261,0,7.6431,4.52,1.656,5.36,3,21802.47,19343208,1984207,18,1839,418
2013,1101,MAHANADI AT INTERSTATE BOUNDRY CHHATISSGARH.,CHHATTISGARH,20,30,23.5,7.1,7.6,7.3,7.2,7.6,7.4,208,311,269,0.9,1,1,1.166,2.25,2.03,21802.47,19343208,1984207,39,1100,306
2013,1281,MAHANADI AT HIRAKUD RESERVOIR_ ORISSA,ORISSA,20,34,28.2,5.4,8.7,7.2,7.2,8.4,7.9,168,240,202,0.4,2.2,1.1,0.726,1.98,1.36,130,2300,1034,230,4900,2406
2013,1270,MAHANADI AT SAMBALPUR U/S_ ORISSA,ORISSA,21,35,28.4,5.5,8.7,7.5,7.6,8.4,8.1,144,255,206,0.3,3.6,1.3,0.534,1.55,1.06,1100,13000,4480,3300,22000,9120
2013,1271,MAHANADI AT SAMBALPUR D/S_ ORISSA,ORISSA,20,34,28.9,5.6,7.6,6.8,7.1,8.4,7.9,191,269,241,2.2,4.2,3.1,0.434,3,2.6,4600,54000,25860,7000,92000,42100
2013,2405,SAMBHALPUR FDS AT HUMA,ORISSA,20,36,28.3,6.1,8.2,7.2,6.9,8.4,7.9,158,235,203,0.4,2.6,1.8,0.501,1.2,1,330,3300,1662,1300,4900,3330
2013,1272,MAHANADI D/S (AFTER CONFL. WITH R. ONG SONEPUR U/S)_ ORISSA,ORISSA,25,37,29.6,6.4,8.6,7.4,7.7,8.4,8,184,237,215,0.4,1.4,0.9,0.615,2.22,1.98,45,3300,944,130,7900,2090
2013,1274,MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S)_ORISSA,ORISSA,24,37,29.9,6.6,8.4,7.5,6.5,8.4,7.9,181,286,232,0.7,1.8,1.4,0.332,2.33,2.03,78,7900,1745,220,14000,3363
2013,1275,MAHANADI AT TIKARPADA_ ORISSA,ORISSA,23,34,29.3,6.7,8.4,7.8,7.5,8.4,8,181,250,217,0.3,1.6,0.8,0.321,1.65,1.33,230,2700,725,490,7900,1789
2013,1276,MAHANADI AT NARSINGHPUR_ ORISSA,ORISSA,25,35,29.7,6.4,8.9,7.6,7.3,8.4,8,166,289,217,0.6,2,1.3,0.258,2.22,1.13,78,5400,2004,230,11000,4463
2013,1277,MAHANADI AT CUTTACK U/S_ ORISSA,ORISSA,24,36,30.4,6.2,8.6,7.6,7.9,8.4,8.2,142,264,201,0.6,1.8,1.1,0.497,1.66,1.22,130,9200,1566,330,16000,2985
2013,1278,MAHANADI AT CUTTACK D/S_ ORISSA,ORISSA,24,35,30.4,6,8.2,7.3,7,8.4,8,169,226,205,1.6,3.1,2.5,0.085,2.03,1.55,13000,160000,44400,35000,160000,69500
2013,2409,CUTTACK FDS (SERUA) AT SANKHATRASA,ORISSA,23,34,29,6.9,12.5,7.9,7.6,8.4,8.1,120,226,196,1.8,3.6,2.8,1.467,1.92,1.75,700,24000,8820,1400,35000,16600
2013,2406,MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY,ORISSA,23,35,29.2,6,8.6,7.4,7.1,8.2,7.6,144,258,206,0.5,2,0.9,0.222,1.06,1,130,1300,793,330,9200,3072
2013,2404,POWER CHANNEL D/S NEAR BURLA,ORISSA,23,35,28.5,5.5,7.9,6.8,7.1,8.4,8,185,236,206,0.6,2.3,1.3,0.528,1.22,1,140,1300,531,210,3400,1671
2013,2407,PARADEEP U/S (BEFORE INDUSTRIAL ACTIVITY AT PARADEEP),ORISSA,23,33,28,6.3,8.6,7.5,7.4,8.4,8,104,8702,1606,0.6,2.1,1.5,0.593,2.23,2,1300,160000,19060,2200,160000,29130
2013,1639,MAHANADI AT PARADEEPD/S_ ORISSA,ORISSA,20,33,26.4,6.2,8.6,7.4,7.6,8.3,8,147,34350,12352,1,2.7,1.7,1.564,2.56,2,45,160000,19996,78,160000,24927
2013,1107,SEONATH AT U/S RAJNANDGAON_ CHAATISSGARH,CHHATTISGARH,24,28,26.2,7.3,7.6,7.4,7.2,7.5,7.4,265.629,1055.3,572.7,1.3,1.8,1.5,0.382,2,1,21802.47,19343208,1984207,        ,2400,592
2013,1845,RIVER SHEONATH AT DURG,CHHATTISGARH,24,24,24,7.4,7.4,7.4,7.4,7.4,7.4,265.629,1055.3,572.7,1.5,1.5,1.5,0.468,1.98,1,21802.47,19343208,1984207,10,2400,592
2013,1266,SEONATH AT SHIMGA AFTER CONFL. WITH R. KHAROON_CHHATISSGARH,CHHATTISGARH,23,36,28.2,7.2,8,7.5,7.4,7.7,7.6,214,512,322,1.2,3.5,2.5,1.4,2.65,2,21802.47,19343208,1984207,60,500,243
2013,3166,SHEONATH AT JHINGHRI VILLAGE_ A/C OF SAMODA NALLA,CHHATTISGARH,24,28,26.2,7.4,8,7.7,7.4,7.7,7.5,265.629,1055.3,572.7,1.8,2,1.8,0.58,1.23,1,21802.47,19343208,1984207,210,2400,632
2013,3167,SHEONATH AT RAJNANDGAON_ D/S AT MOHAD_ RAJNANDGAON,CHHATTISGARH,24,28,26.1,6.8,7.7,7.4,6.6,7.6,7.4,265.629,1055.3,572.7,1.4,1.9,1.6,0.51,1.56,1,21802.47,19343208,1984207,210,2400,723
2013,1265,KHAROON AT RAIPUR U/S_ CHHATTISGARH,CHHATTISGARH,22,38,28.6,7.6,8.6,8.3,7.5,7.8,7.7,234,610,341,1.4,3.2,2,0.9,.2.00,1,21802.47,19343208,1984207,30,500,173
2013,1847,KHAROON RIVER B/C KHAPRI DRAIN_ DURG_ RAIPUR ROAD BRIDGE,CHHATTISGARH,24,29,26.4,7.3,7.8,7.6,7.4,7.6,7.5,265.629,1055.3,572.7,1.6,7.6,2.2,0.42,2.63,1.56,21802.47,19343208,1984207,150,2400,710
2013,1846,KHAROON RIVER A/C KHAPRI DRAIN,CHHATTISGARH,22,29,26.1,6.4,7.8,7.5,6.5,7.7,7.5,265.629,1055.3,572.7,1.7,7.8,2.3,0.574,4,2.75,21802.47,19343208,1984207,150,2400,691
2013,1853,KHAROON RIVER BUNDRI_ RAIPUR,CHHATTISGARH,23,37,29.3,1.5,8.8,6.4,7.5,7.8,7.7,165,633,349,1.5,3.2,2,1.3,3.56,2,21802.47,19343208,1984207,34,500,174
2013,1105,HASDEO AT U/S KORBA_CHHATISSGARH,CHHATTISGARH,24.8,27.5,26.1,5.2,6.9,6.4,7.2,7.3,7.2,265.629,1055.3,572.7,0.6,1.8,1.1,1.09,2,1.53,21802.47,19343208,1984207,20,63,42
2013,1106,HASDEO AT U/S OF CHAMPA_CHHATISSGARH,CHHATTISGARH,20.5,34,29,5.5,8.2,7.1,7,8,7.7,146,334,232,0,7.6431,4.52,1.508,3.2,2.05,21802.47,19343208,1984207,8,1178,179
2013,3165,HASDEO RIVER 100 METER D/S A/C OF DENGUR NALLAH NERA C.S.E.B. EAST GUEST HOUSE_ KORBA,CHHATTISGARH,24.5,27.6,26.2,4.6,6.2,5.5,7.1,7.2,7.1,265.629,1055.3,572.7,1.2,2.4,1.6,0.87,2.59,1,21802.47,19343208,1984207,40,79,55
2013,3168,DOWNSTREAM OF HASDEO RIVER NEAR URGA VILLAGE KORBA,CHHATTISGARH,24.5,27.6,26.3,4.2,5.6,5,7.2,7.4,7.2,265.629,1055.3,572.7,1.8,2.8,2.1,0.96,2,1,21802.47,19343208,1984207,50,94,70
2013,1848,ARPA RIVER D/S OF BILASPUR,CHHATTISGARH,28,32.5,30.3,4.6,7.6,6.6,7,9,7.8,222,1185,704,1.6,1.6,1.6,1.354,2.88,2,21802.47,19343208,1984207,210,2600,1405
2013,1849,KELO RIVER U/S OF RAIGARH,CHHATTISGARH,20,31,23.8,7,7.6,7.2,7.2,7.6,7.4,164,302,249,0.9,0.9,0.9,1.198,2.01,1,21802.47,19343208,1984207,64,1100,327
2013,1850,KELO RIVER D/S OF RAIGARH,CHHATTISGARH,20,31,23.8,6.8,7.5,7.1,7.3,7.7,7.5,167,310,255,1.7,1.8,1.8,1.231,1.4,1,21802.47,19343208,1984207,120,1100,406
2013,1267,IB AT SUNDARGARH_ ORISSA,ORISSA,24,36,30,5.9,8.9,7.3,7.7,8.4,8,80,217,159,0.3,1.5,0.8,0.48,2.5,1,230,2300,945,790,5400,2517
2013,1268,IB AT JHARSUGUDA (INTAKE)_ ORISSA,ORISSA,20,36,29.6,5.8,9.3,7.4,7,8.4,7.9,75,214,153,0.3,1.6,1,0.528,1.53,2,78,1700,787,230,3300,1923
2013,1300,IB AT  RAJ NAGAR U/S_ ORISSA,ORISSA,20,36,29.8,6.4,9.1,7.5,7.4,8.5,8.1,97,188,158,0.4,1.6,1,0.486,1,1,330,2400,1008,940,5400,2534
2013,1269,IB AT BRAJRAJNAGAR (INTAKE) D/S_ ORISSA,ORISSA,22,36,30.1,6,8.8,7.2,6.6,8.3,7.7,101,220,167,0.7,2.2,1.5,0.628,3.2,2,130,2700,1146,790,3900,2609
2013,2403,BHEDEN RIVER BEFORE CONFLUENCE WITH IB RIVER,ORISSA,22,35,29.6,6.6,10.9,8.1,6.9,8.5,7.8,110,650,311,0.4,2.2,1.3,0.387,1.45,1,140,3300,1049,270,7900,2254
2013,1279,KUAKHAI AT BHUBANESWAR U/S_ ORISSA,ORISSA,23,35,29.8,5.2,8,6.9,7.2,8.4,7.8,164,233,211,1.4,3.1,2.1,2.038,3.26,2,490,92000,14499,1100,160000,25850
2013,1280,KUAKHAI AT BHUBANESWAR D/S_ ORISSA,ORISSA,23,37,30.5,4.3,6.8,6.1,7,8.4,7.7,160,328,261,3.4,5.8,4.3,7.119,9.05,7,7900,54000,21990,13000,92000,41400
2013,2410,DAYA AT BHUBANESWAR FU/S,ORISSA,23,35,29.9,5.5,10.7,7.9,7.2,8.4,7.9,168,223,200,0.6,1.6,1.2,0.468,1.53,1,140,160000,16978,490,160000,17727
2013,2411,DAYA AT BHUBANESWAR FD/S ( 2 KM AFTER CONFLUENCE OF GANGUA NALLAH WITH RIVER DAYA),ORISSA,22,37,30.5,4.6,7.5,6.1,6.7,8.1,7.5,167,306,256,2.6,4.4,3.4,4.138,6.02,5,7900,54000,18800,16000,92000,32200
2013,1301,KATHAJODI AT CUTTACK D/S_ ORISSA,ORISSA,22,33,28.6,6.1,7.6,7,7.6,8.4,8.1,165,243,209,2.5,5.8,4,0.765,1.69,1,7000,92000,37300,11000,160000,66800
2013,2412,SANKHA U/S ( D/S OF MANDIRA DAM),ORISSA,19,28,25.4,6.3,10.2,7.5,7.5,8.2,7.8,108,226,151,0.3,2.8,1.3,0.819,9.88,7,78,17000,2532,220,54000,7045
2013,2408,TEL,ORISSA,26,36,30.2,6,10.4,7.7,7.1,8.4,7.9,127,258,186,0.7,1.8,1.2,0.361,1.56,1,78,4900,1492,230,7900,3148
2013,1640,BIRUPA AT CHOUDWAR_ ORISSA,ORISSA,20,37,27.4,5.9,9,7.5,7,8.1,7.7,126,628,234,0.7,2.6,1.4,0.316,2.35,1,1700,160000,22690,3500,160000,26950
2013,1037,BRAHMANI AT U/S PANPOSH_ ORISSA,ORISSA,19,28,26,6.3,9.8,7.3,7,8.4,7.7,112,219,170,0.4,2.5,1.3,0.194,3.02,2,490,24000,6025,1300,35000,8000
2013,1038,BRAHMANI AT D/S PANPOSH_ ORISSA,ORISSA,20,30,25.5,5.1,8.8,6.5,6.8,8,7.5,170,429,302,2.1,5.6,4.1,4.264,11.56,9,2700,160000,48582,7900,160000,71164
2013,1302,BRAHMANI AT ROURKELA D/S_ ORISSA,ORISSA,20,32,26.9,5.6,10,6.9,6.4,8.3,7.3,187,368,275,0.9,4.7,3.2,3.657,9.87,8,790,92000,37498,2400,160000,55709
2013,2414,ROURKELA FDS AT BIRITOLA,ORISSA,22,39,29.8,5.9,11.7,8,7,8.5,7.8,109,288,191,1.1,3.9,2.5,0.216,5.03,3,130,17000,2622,130,24000,5971
2013,1039,BRAHMANI AT BONAIGARH_ ORISSA,ORISSA,21,37,29,0.8,8.9,7.1,7.1,8.4,7.9,107,263,190,0.4,2.3,1.4,2.189,3,2.56,45,22000,3412,110,54000,7537
2013,1040,BRAHMANI AT RENGALI_ ORISSA,ORISSA,24,39,30.1,6.6,8.9,8,7.4,8.3,8,107,187,148,0.4,2.6,1,1.419,2.03,1.56,45,1100,275,45,7900,1163
2013,1041,BRAHMANI AT SAMAL_ ORISSA,ORISSA,24,38,30,5.9,9.9,7.8,7.6,8.4,7.9,106,292,147,0.5,2,1.3,0.868,1.06,1,45,7900,1768,110,22000,3162
2013,1303,BRAHMANI AT TALCHER U/S_ ORISSA,ORISSA,22,36,29.5,6.4,8.7,7.3,7.4,8.2,7.8,116,222,150,0.7,2.6,1.4,0.315,3.77,2,780,4900,1979,790,7900,3381
2013,2415,TALCHER FU/S (INTAKE WELL OF MCL_ TALCHER),ORISSA,22,35,28.7,6.5,8.6,7.5,7,8.5,7.9,121,235,155,0.4,2.5,1.2,0.334,3,2,170,2300,855,210,4900,1362
2013,2416,TALCHER FD/S,ORISSA,23,36,29.5,6.3,8.9,7.2,7.3,8.3,7.9,17,267,157,0.8,2.8,1.6,0.469,2.99,2,780,7900,2614,1300,7900,3664
2013,1042,BRAHMANI AT KAMALANGA_ ORISSA,ORISSA,22,36,29.9,6.7,8.6,7.6,6.9,8.6,8,104,233,161,1.4,3,2.3,0.326,3.23,2,1100,17000,5236,2700,24000,8427
2013,2417,DHENKANAL D/S_ DHENKANAL TOWN,ORISSA,22,34,27.6,5.7,9.1,7.5,7.3,8.4,7.8,127,247,166,0.9,2.4,1.9,0.761,2.39,1,1100,54000,9291,1400,92000,15145
2013,1043,BRAHMANI AT BHUBAN_ ORISSA,ORISSA,20,34,28.5,6.3,9.3,7.7,7.4,8.3,7.8,119,201,148,0.6,2.2,1.4,0.463,3.44,2,790,54000,7199,490,92000,12790
2013,2418,KABATABANDHA (BEFORE IMPACT OF INDUSTRIAL ACTIVITY IN KALINGANAGAR AREA),ORISSA,20,33,29.2,6.4,8.8,7.5,7.6,8.1,7.9,114,169,144,0.7,1.6,1.1,0.826,1.49,2,490,35000,5971,330,92000,14603
2013,1044,BRAHMANI AT DHARMASHALA_ ORISSA,ORISSA,25,33,28.5,6.4,9.5,7.9,7.7,8.5,8,130,227,171,0.8,2.2,1.5,0.176,2.87,1,700,7900,2455,780,11000,3798
2013,1045,BRAHMANI AT PATTAMUNDAI_ ORISSA,ORISSA,20,33,27.3,5.2,9.3,7.5,7.4,8.4,8,147,249,200,0.8,1.8,1.3,0.488,5.5,4,490,24000,4069,790,24000,5153
2013,1036,KOEL AT MANOHARPUR AFTER MEETING KOINA RIVER D/S_JHARKAND,JHARKHAND,19.441,28.85,24.1455,0.5,8.174,4.337,7.4,7.7,7.6,236,390,355,0.4,1,0.7,0,10,5,21802.47,19343208,1984207,323807.8,28246860,3422466
2013,2413,KOEL U/S (AFTER CONFLUENCE OF RIVER KARO),ORISSA,21,30,26.5,5.9,13.5,7.6,7.5,8.4,8,112,256,187,0.4,3,1.4,0.434,2.32,2,490,4900,1295,170,7000,2597
2013,2419,KHANDITARA (D/S OF INDUSTRIAL ACTIVITIES AT KALINGA NAGAR),ORISSA,24,33,28,6,10.3,7.4,7.6,8.3,8,114,169,145,0.4,2,1.2,1.25,3.22,2,330,7900,1929,490,24000,4345
2013,2420,AUL,ORISSA,22,31,27.5,6,7.8,7,7.2,8.3,7.9,129,228,157,0.5,2.8,1.4,0.175,2.1,1,330,13000,3601,1100,24000,7245
2013,1081,BAITARNI AT JODA ORISSA,ORISSA,15,37,27.7,6.3,8.6,7.5,7,8.4,7.5,88,185,125,0.3,2.4,1.3,0.306,5.66,4,130,4900,2186,330,11000,4611
2013,1082,BAITARNI AT ANANDPUR_ ORISSA,ORISSA,21,32,26.9,5.8,8.4,7.1,7.3,8.3,7.9,92,202,150,0.6,2.2,1.6,0.388,3.89,3,230,35000,6543,78,54000,10908
2013,1083,BAITARNI AT JAJPUR ORISSA,ORISSA,26,34,28.6,6.4,8.8,7.3,7.5,8.5,8,105,232,163,1.2,2.4,2,0.304,2.3,1,1300,17000,5650,2300,54000,11920
2013,1084,BAITARNI AT CHANDBALI_ ORISSA,ORISSA,22,29,26.7,4.5,7.8,6.5,7.4,8.3,7.8,111,9720,3326,0.8,2.2,1.3,0.726,2,1,400,3500,1712,940,9200,3864
2013,1085,BAITARNI AT DHAMRA ORISSA,ORISSA,22,32,26.4,5,7.6,6.1,7,8.1,7.6,380,52170,22227,0.6,2.8,1.7,1.343,3,2.66,170,16000,4915,790,24000,8359
2013,2421,KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR,ORISSA,21,33,27.9,5.8,8.9,7.3,7.3,8.4,8,152,322,242,0.4,2.8,1.5,0.087,1,1,330,7900,3062,130,24000,6563
2013,1641,SUBARNAREKHA AT RAJGHAT NEAR JHARKHAND BORDER_ ORISSA,ORISSA,20,29,24,6.8,8.4,7.5,7.5,8.5,8,127,349,227,0.6,1.8,1.2,0.456,3,2.33,220,4900,1898,790,13000,6083
2013,2399,SUBARNAREKHA AT CHANDIL DAM,JHARKHAND,19.441,28.85,24.1455,0.5,8.174,4.337,7.2,7.6,7.4,180,203,191,0.2,0.8,0.4,0,0,0,21802.47,19343208,1984207,323807.8,28246860,3422466
2013,48,SUBARNAREKHA AT CHANDIL BRIDGE_ JHARKAND,JHARKHAND,19.441,28.85,24.1455,0.5,8.174,4.337,7.3,7.6,7.5,190,263,234,0.3,1.2,0.7,0,0,0,21802.47,19343208,1984207,323807.8,28246860,3422466
2013,24,SUBARNAREKHA AT JAMSHEDPUR_ JHARKHAND,JHARKHAND,19.441,28.85,24.1455,0.5,8.174,4.337,6.6,7.8,7.2,304,394,370,2.7,3.2,2.9,0,0,0,21802.47,19343208,1984207,323807.8,28246860,3422466
2013,49,SUBARNAREKHA AT D/S JAMSHEDPUR_(TATA NAGAR)_JHARKAND,JHARKHAND,19.441,28.85,24.1455,0.5,8.174,4.337,7.4,7.5,7.4,275,472,390,2.8,4.2,3.5,0.1,7,3.3,21802.47,19343208,1984207,323807.8,28246860,3422466
2013,2387,SUBAREKHA AT GHATISLA ROAD BRIDGE,JHARKHAND,19.441,28.85,24.1455,0.5,8.174,4.337,7.2,7.6,7.4,240,360,325,0.4,1.5,0.9,0.5,4,3.2,21802.47,19343208,1984207,323807.8,28246860,3422466
2013,1312,GODAVARI AT JAYAKWADI DAM_ AURNAGABAD_MAHARASHTRA,MAHARASHTRA,28,31,29.2,5.9,7,6.4,7.6,8.7,8.1,412,1443,735,2,5,3.4,1.8,2,2,2,3,3,60,90,73
2013,2177,GODAVARI RIVER NEAR SOMESHWAR TEMPLE.,MAHARASHTRA,23,28,24.5,4.9,7,6,7.4,8.3,8,163,403,270,2.4,5,3.1,1.648,2,2,33,170,72,110,340,182
2013,2182,GODAVARI RIVER AT SAIKHEDA.,MAHARASHTRA,23,28,25.8,4.5,6.5,5.5,7.5,8,7.8,263,507,355,2.8,5.5,4.2,8.096,10,9,21,170,59,90,210,133
2013,2179,GODAVARI RIVER AT HANUMAN GHAT_ NASHIK CITY.,MAHARASHTRA,23,30,24.8,4.1,6.7,5.5,7.4,8.2,7.8,166,545,371,2.6,12,5.6,1.004,7,3.55,33,300,90,90,900,283
2013,2183,GODAVARI RIVER AT NANDUR- MADMESHWAR DAM.,MAHARASHTRA,25,27,25.7,4.4,7,5.7,7.7,8.2,7.9,191,369,294,2.4,3.6,3.2,0.663,3,2.69,17,110,45,40,350,132
2013,2181,GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT_ TAPOVAN.,MAHARASHTRA,23,30,25,2.6,6.1,4.5,7,8.2,7.5,440,655,513,3.8,22,12.6,0,4,2.3,33,350,131,110,900,320
2013,2180,GODAVARI RIVER NEAR TAPOVAN.,MAHARASHTRA,24,29,24.8,3.9,6.5,5.2,7.3,8.2,7.7,365,576,475,2.8,18,10.3,0,4,1.9,40,300,122,140,900,343
2013,1096,GODAVARI AT PANCHAVATI AT RAMKUND_MAHARASHTRA,MAHARASHTRA,24,30,26.3,4.5,6.9,5.6,7.4,8,7.7,242,528,385,2.6,6,3.8,0,2,1,110,110,110,210,350,292
2013,1211,GODAVARI AT NASIK D/S_ MAHARASHTRA,MAHARASHTRA,24,30,26.5,4.2,6.5,5.2,7.4,8.1,7.8,318,536,410,3.2,8,5.2,0,3,1.5,21,140,77,90,350,218
2013,1095,GODAVARI AT U/S OF GANGAPUR DAM_NASIK_MAHARASHTRA,MAHARASHTRA,24,31,26,5.7,7,6.5,7.3,8.1,7.8,158,199,178,2,3,2.5,1.073,2.03,1.99,11,33,22,22,140,74
2013,2160,GODAVARI RIVER AT U/S OF AURANGABAD RESERVOIR_ KAIGAON TOKKA NEAR KAIGAON BRIDGE.,MAHARASHTRA,28,32,29.2,5.5,6.9,6.2,7.2,8.4,7.9,366,1091,749,2,4.2,3.5,1.5,2,1.75,2,3,2,70,90,80
2013,2158,GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI ,MAHARASHTRA,28,32,29.5,6.1,6.7,6.4,7.8,8.1,8,512,1279,834,3,6,4.7,1.6,2,1.8,2,3,2,70,90,77
2013,2159,GODAVARI RIVER AT D/S OF PAITHAN AT PATHEGAON BRIDGE.,MAHARASHTRA,28,32,30.2,5.6,6.8,6.2,7.5,8.2,8,536,2075,925,2,6.2,4.2,6.6,7,6.9,2,3,2,70,90,82
2013,2161,GODAVARI RIVER AT JALNA INTAKE WATER PUMP HOUSE_ SHAHABAD.,MAHARASHTRA,22,30,26.7,5.9,7.1,6.5,7.6,8.4,8,459,943,730,3,5,4,2.5,3,2.9,2,3,2,70,90,78
2013,12,GODAVARI AT DHALEGAON_ MAHARASHTRA,MAHARASHTRA,25,29,27.2,6,7,7,7.1,8.2,7.9,399,895,637,2.1,12,4.7,6.3,7,6.5,2,3,2,70,90,80
2013,1209,GODAVARI AT RAHER_ MAHARASHTRA,MAHARASHTRA,24,38,29.7,5.8,6.9,6.4,7.6,8.4,8,468,987,656,3,5,3.6,1.7,2,1.8,2,3,3,60,90,82
2013,2157,GODAVARI RIVER AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.,MAHARASHTRA,20,37,26,6,7,6.6,7.8,8.4,8.1,408,866,601,2,5.2,3.2,6.3,7,6.75,2,3,2,70,90,80
2013,2360,GODAVARI AT BASARA_ ADILABAD,ANDHRA PRADESH,26,30,28,5.2,5.8,5.5,7.8,8.4,8.1,420,1464,826,1.2,2.2,1.7,1,2,1,10,55,27,120,285,161
2013,2361,GODAVARI  AT MANCHERIAL_ NEAR RLY BDG B/C OF RALLAVAGU,ANDHRA PRADESH,31,31,31,6.6,7.2,6.9,8.4,9.6,9,477,575,526,12,12,12,0,0,0,90,170,130,220,350,285
2013,2362,GODAVARI AT RAMAGUNDAM D/S_ NEAR FCI INTAKE WELL_ KARIMNAGAR,ANDHRA PRADESH,30,30,30,5.6,5.8,5.7,8.3,8.7,8.5,568,581,575,10,16,13,0,0,0,240,240,240,500,900,700
2013,2363,GODAVARI AT GODAVARIKHANI_ NEAR BATHING GHAT_ KARIMNAGAR,ANDHRA PRADESH,30,31,30.5,3.1,3.3,3.2,8.4,9.1,8.8,739,867,803,12,18,15,0,0,0,500,500,500,900,1600,1250
2013,2364,GODAVARI AT RAMAGUNDAM U/S _ KARIMNAGAR,ANDHRA PRADESH,30,31,30.5,6.3,7,6.7,8.3,9.7,9,488,574,531,10,15,12.5,0,0,0,90,170,130,350,500,425
2013,2356,GODAVARI_  D/S OF RAMANUGUNDAM_,ANDHRA PRADESH,29,29,29,4.4,4.4,4.4,8.5,8.5,8.5,656,656,656,13,13,13,0,0,0,300,300,300,500,500,500
2013,2365,GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL_ WARANGAL,ANDHRA PRADESH,30,30,30,5.2,6.9,6.1,8.3,8.4,8.4,415,421,418,5,8,6.5,0,0,0,300,300,300,500,500,500
2013,2366,GODAVARI AT KAMALPUR D/S AT M/S. AP RAYONS LTD. DISCHARGE POINT_ WARANGAL,ANDHRA PRADESH,29,30,29.5,6.5,6.7,6.6,8.2,8.2,8.2,409,433,421,4,4,4,0,0,0,280,280,280,500,900,700
2013,13,GODAVARI AT MANCHERIAL_ A.P.,ANDHRA PRADESH,29,30,29.5,4.1,4.1,4.1,8.4,9.8,9.1,467,568,518,11,22,16.5,0,0,0,240,240,240,900,900,900
2013,2367,GODAVARI AT BHADRACHALAM U/S BATHING GHAT_ KHAMMAM,ANDHRA PRADESH,19,21,20,5.4,6.5,6,7.5,8.6,8.1,381,528,443,0.3,0.3,0.3,0.3,1,1,2,2,2,400,900,640
2013,2368,GODAVARI AT BHADRACHALAM D/S BATHING GHAT_ KHAMMAM,ANDHRA PRADESH,20,21,20.2,5.1,6.3,5.6,7.6,8.2,8,394,563,462,0.6,1.4,0.8,0.28,1,1,2,4,3,1200,21000,5280
